"Timestamp","Bid_Open","Bid_High","Bid_Low","Bid_Close","Bid_Volume","Ask_Open","Ask_High","Ask_Low","Ask_Close","Ask_Volume","Class"
'2013-08-08T23:00:00',1.14647,1.15812,1.14424,1.15597,51418.9601,1.14754,1.15865,1.145,1.15693,50978.7602,True
'2013-08-11T23:00:00',1.1561,1.16192,1.15213,1.15479,51158.3397,1.15787,1.16233,1.15253,1.15551,51278.0097,False
'2013-08-12T23:00:00',1.15479,1.15576,1.14965,1.15484,65897.35,1.15551,1.15638,1.15002,1.15601,64585.7901,True
'2013-08-13T23:00:00',1.15492,1.16403,1.15085,1.15816,59351.7702,1.15611,1.16438,1.15112,1.15873,58150.8901,True
'2013-08-14T23:00:00',1.15791,1.16692,1.15494,1.15971,74135.8103,1.15888,1.16716,1.15543,1.16044,73383.5101,True
'2013-08-15T23:00:00',1.1592,1.1693,1.15732,1.16569,61808.4602,1.16032,1.16968,1.15798,1.16745,61937.7599,True
'2013-08-18T23:00:00',1.1655,1.17526,1.16271,1.16335,62490.2801,1.16744,1.17553,1.16304,1.16399,60639.3103,False
'2013-08-19T23:00:00',1.16312,1.16595,1.15228,1.15531,65888.6998,1.16413,1.1664,1.1527,1.15621,64593.8005,False
'2013-08-20T23:00:00',1.155,1.15634,1.14876,1.15119,75147.3198,1.15617,1.15715,1.14925,1.15178,73831.3598,True
'2013-08-21T23:00:00',1.1512,1.15887,1.14781,1.15409,69624.7798,1.15177,1.15919,1.1481,1.15489,68566.2098,False
'2013-08-22T23:00:00',1.15456,1.15808,1.14972,1.15323,55453.9105,1.15636,1.15943,1.15027,1.15546,58227.1205,True
'2013-08-25T23:00:00',1.15363,1.15886,1.15193,1.15644,45708.3492,1.15548,1.15922,1.15225,1.15736,44262.8801,False
'2013-08-26T23:00:00',1.15626,1.15708,1.14689,1.1517,64897.1601,1.15736,1.15804,1.14725,1.15259,63939.0505,False
'2013-08-27T23:00:00',1.1517,1.15292,1.14034,1.14096,70468.3907,1.15259,1.15388,1.14095,1.14155,69498.1196,False
'2013-08-28T23:00:00',1.14076,1.14673,1.13717,1.13815,58726.5697,1.14171,1.14704,1.13751,1.13903,58367.0701,False
'2013-08-29T23:00:00',1.13814,1.14174,1.13344,1.13508,73335.3002,1.13904,1.14208,1.13405,1.13533,52912.9002,True
'2013-09-01T23:00:00',1.13837,1.14737,1.13638,1.14285,46095.7905,1.14058,1.14782,1.13736,1.1448,47183.3801,True
'2013-09-02T23:00:00',1.14266,1.15897,1.14225,1.15848,46820.66,1.14459,1.15937,1.14291,1.15907,46713.25,True
'2013-09-03T23:00:00',1.15826,1.17042,1.15508,1.16889,45588.5001,1.15921,1.17078,1.15572,1.16958,43800.8798,False
'2013-09-04T23:00:00',1.16878,1.17044,1.16551,1.16815,47604.3299,1.16988,1.17068,1.16579,1.16877,47311.9198,True
'2013-09-05T23:00:00',1.16802,1.17502,1.16648,1.16925,52104.3403,1.16913,1.17668,1.16674,1.17144,53349.3601,False
'2013-09-08T23:00:00',1.17184,1.17359,1.16842,1.17053,46568.7195,1.17413,1.17454,1.16873,1.17115,46071.3495,True
'2013-09-09T23:00:00',1.17037,1.18159,1.16953,1.18103,60946.7103,1.17147,1.18221,1.17002,1.18162,49798.1402,True
'2013-09-10T23:00:00',1.18082,1.18216,1.17707,1.18065,49951.9798,1.18184,1.18257,1.1775,1.18146,59030.5496,True
'2013-09-11T23:00:00',1.18065,1.18373,1.1696,1.1747,55261.7503,1.18152,1.184,1.17046,1.17537,54220.2395,False
'2013-09-12T23:00:00',1.1747,1.1768,1.17174,1.17304,47435.6998,1.17562,1.17723,1.17208,1.17412,47729.1903,True
'2013-09-15T23:00:00',1.18034,1.18616,1.17348,1.17549,51497.9296,1.18238,1.18784,1.17387,1.17622,61568.7004,False
'2013-09-16T23:00:00',1.17531,1.17977,1.17392,1.17797,46393.9802,1.1765,1.18012,1.17419,1.179,56718.6102,True
'2013-09-17T23:00:00',1.17797,1.1878,1.17611,1.18599,46411.3399,1.179,1.18896,1.17639,1.18671,46674.7399,False
'2013-09-18T23:00:00',1.1858,1.18603,1.17548,1.17612,58330.5601,1.18685,1.18707,1.17585,1.17714,61430.6002,False
'2013-09-19T23:00:00',1.17614,1.18006,1.17361,1.17607,51570.1796,1.17715,1.18038,1.17401,1.17776,51524.7698,True
'2013-09-22T23:00:00',1.17224,1.18268,1.17172,1.1785,45944.7801,1.17439,1.18302,1.17298,1.17956,46243.6799,False
'2013-09-23T23:00:00',1.17816,1.17987,1.17558,1.17772,33128.7401,1.17903,1.18033,1.17598,1.17841,33268.2002,False
'2013-09-24T23:00:00',1.17741,1.17906,1.17239,1.1747,32694.1104,1.1786,1.17952,1.17294,1.17547,32299.79,True
'2013-09-25T23:00:00',1.17415,1.17954,1.17166,1.17473,33100.4899,1.17606,1.17986,1.1724,1.17566,34652.0403,False
'2013-09-26T23:00:00',1.17427,1.17583,1.16747,1.16963,31297.1999,1.17545,1.17686,1.16791,1.17203,31385.4,False
'2013-09-29T23:00:00',1.17014,1.17364,1.16685,1.16979,38225.9899,1.17134,1.17405,1.16744,1.17089,38504.66,True
'2013-09-30T23:00:00',1.16955,1.18054,1.16572,1.17614,40254.8198,1.17144,1.18101,1.16641,1.17686,40762.9598,False
'2013-10-01T23:00:00',1.1759,1.17759,1.16684,1.17114,34144.3102,1.17686,1.17849,1.16746,1.17186,33908.6003,False
'2013-10-02T23:00:00',1.17114,1.1753,1.16869,1.17233,32227.2202,1.17221,1.17583,1.16921,1.17424,33038.0302,True
'2013-10-03T23:00:00',1.17274,1.17818,1.17114,1.17498,27023.8301,1.17464,1.17869,1.17265,1.17618,25166.7301,True
'2013-10-06T23:00:00',1.17626,1.17835,1.17251,1.17614,25820.3901,1.17864,1.17878,1.17299,1.17679,25959.88,True
'2013-10-07T23:00:00',1.17581,1.18381,1.17462,1.17718,33733.4004,1.17679,1.18424,1.17593,1.17817,31798.4499,True
'2013-10-08T23:00:00',1.17695,1.18404,1.1758,1.17988,35479.31,1.17808,1.18448,1.1773,1.18056,32492.2703,False
'2013-10-09T23:00:00',1.17988,1.1834,1.17687,1.17897,28818.2298,1.18056,1.1845,1.17755,1.18013,29914.0899,False
'2013-10-10T23:00:00',1.17936,1.18357,1.17757,1.17859,23750.0498,1.18023,1.18404,1.17845,1.18066,23988.8198,False
'2013-10-13T23:00:00',1.17445,1.18158,1.17411,1.17971,23060.7501,1.17666,1.18214,1.1754,1.1805,22991.7799,True
'2013-10-14T23:00:00',1.17976,1.18569,1.17821,1.18432,28814.1799,1.18057,1.18624,1.1793,1.18521,28723.35,True
'2013-10-15T23:00:00',1.18395,1.18919,1.18052,1.18709,31486.29,1.18572,1.18981,1.18184,1.18792,30948.7803,True
'2013-10-16T23:00:00',1.18723,1.19588,1.18498,1.19411,37818.2997,1.18804,1.19627,1.18553,1.19463,41104.0302,True
'2013-10-17T23:00:00',1.194,1.19848,1.19066,1.1979,26120.8299,1.19473,1.20029,1.19121,1.19998,26203.2601,True
'2013-10-20T23:00:00',1.19616,1.20116,1.19491,1.19819,23483.99,1.19894,1.20164,1.19543,1.19878,23778.73,True
'2013-10-21T23:00:00',1.19855,1.20244,1.19653,1.19919,26282.79,1.20056,1.2035,1.198,1.19984,26199.2201,True
'2013-10-22T23:00:00',1.19919,1.20487,1.19045,1.1918,40077.6602,1.19984,1.20548,1.19081,1.1928,39155.2496,False
'2013-10-23T23:00:00',1.19234,1.19561,1.18453,1.19026,29138.22,1.19352,1.19615,1.18505,1.19093,28859.6399,False
'2013-10-24T23:00:00',1.19025,1.19043,1.18325,1.18398,24668.0398,1.19094,1.19158,1.18406,1.18571,24663.0397,False
'2013-10-27T22:00:00',1.18372,1.18923,1.18335,1.18405,24717.7201,1.18554,1.18963,1.18383,1.18487,25014.0603,False
'2013-10-28T22:00:00',1.18405,1.18459,1.17488,1.17606,38349.66,1.18487,1.18557,1.17546,1.17684,38372.69,False
'2013-10-29T22:00:00',1.17584,1.17837,1.17019,1.17545,36158.2699,1.17703,1.17904,1.17093,1.17608,36169.8502,True
'2013-10-30T22:00:00',1.17517,1.1794,1.17219,1.17384,36764.2701,1.17632,1.17984,1.17269,1.17458,36998.0301,False
'2013-10-31T22:00:00',1.17394,1.17823,1.17194,1.17209,29272.4601,1.17459,1.17865,1.17244,1.17382,29073.6,True
'2013-11-03T23:00:00',1.17594,1.18218,1.17426,1.18127,27412.7699,1.17703,1.18266,1.1753,1.18193,27864.5999,True
'2013-11-04T23:00:00',1.18089,1.18344,1.17562,1.18074,31898.8001,1.18207,1.18403,1.17617,1.1818,31685.3499,True
'2013-11-05T23:00:00',1.18135,1.18501,1.17969,1.18364,29051.5701,1.18246,1.18547,1.18073,1.18425,29268.4801,False
'2013-11-06T23:00:00',1.18361,1.18396,1.17481,1.17705,41079.2604,1.1844,1.18492,1.17531,1.17758,42713.7901,False
'2013-11-07T23:00:00',1.17706,1.17878,1.16648,1.16995,37145.5503,1.17775,1.17942,1.16731,1.17093,36903.8001,False
'2013-11-10T23:00:00',1.16999,1.17184,1.16698,1.16863,29430.6801,1.17113,1.17228,1.16742,1.16925,28262.63,False
'2013-11-11T23:00:00',1.16863,1.17006,1.15985,1.16236,38840.0604,1.16926,1.17068,1.16067,1.16298,38479.7599,False
'2013-11-12T23:00:00',1.16236,1.16717,1.15937,1.16654,33281.3199,1.16308,1.16826,1.15975,1.1675,33121.4503,True
'2013-11-13T23:00:00',1.1665,1.16796,1.15883,1.16165,39055.5602,1.1677,1.16865,1.15925,1.16252,39051.81,True
'2013-11-14T23:00:00',1.16144,1.16821,1.15994,1.16732,29913.8501,1.16252,1.16953,1.16081,1.16953,29671.4698,True
'2013-11-17T23:00:00',1.16793,1.17401,1.16668,1.16828,34567.5403,1.17005,1.17436,1.1671,1.16913,34754.7202,False
'2013-11-18T23:00:00',1.16828,1.17383,1.16525,1.17282,31778.05,1.16913,1.17437,1.16625,1.17389,31215.3102,True
'2013-11-19T23:00:00',1.17282,1.17426,1.16207,1.16319,38057.0199,1.17376,1.17485,1.16269,1.16395,38587.2298,False
'2013-11-20T23:00:00',1.16319,1.16397,1.15079,1.15402,38273.1405,1.164,1.165,1.15158,1.15469,38315.5802,False
'2013-11-21T23:00:00',1.15399,1.15526,1.14267,1.14517,36044.9,1.15475,1.15566,1.14341,1.14703,35710.1001,False
'2013-11-24T23:00:00',1.14408,1.14795,1.14273,1.14502,33926.72,1.14595,1.14884,1.14327,1.14583,32995.5401,True
'2013-11-25T23:00:00',1.14492,1.15072,1.13941,1.14187,27108.9299,1.14597,1.15126,1.13985,1.14245,27255.3599,False
'2013-11-26T23:00:00',1.14168,1.14468,1.13749,1.1389,33304.6301,1.14245,1.14517,1.13804,1.14002,32727.0398,True
'2013-11-27T23:00:00',1.13883,1.14714,1.13787,1.14232,20965.52,1.14002,1.14756,1.13959,1.14351,20597.29,False
'2013-11-28T23:00:00',1.14242,1.1459,1.13718,1.14193,32399.6,1.14347,1.14624,1.13772,1.14392,32522.9801,True
'2013-12-01T23:00:00',1.14373,1.1485,1.14146,1.14348,29533.5499,1.14615,1.14928,1.14204,1.14413,29452.7701,False
'2013-12-02T23:00:00',1.14327,1.14611,1.13828,1.14412,33251.8101,1.14425,1.14776,1.13862,1.14469,33221.9301,False
'2013-12-03T23:00:00',1.14385,1.14543,1.12917,1.13244,39105.5802,1.14474,1.1461,1.13015,1.13309,41665.3499,False
'2013-12-04T23:00:00',1.13249,1.13753,1.12879,1.13541,37406.8599,1.13327,1.13847,1.12928,1.13623,37362.6101,True
'2013-12-05T23:00:00',1.13547,1.13981,1.12797,1.1365,43072.8403,1.13658,1.14046,1.12905,1.1385,41618.8598,True
'2013-12-08T23:00:00',1.13879,1.1417,1.13374,1.13787,31499.51,1.14076,1.14209,1.13418,1.13858,31292.93,True
'2013-12-09T23:00:00',1.13787,1.14397,1.13346,1.1423,32756.1401,1.13882,1.1454,1.13462,1.14297,37741.5103,False
'2013-12-10T23:00:00',1.14225,1.14259,1.13206,1.13238,34145.0001,1.14297,1.14317,1.13281,1.1331,34246.3098,False
'2013-12-11T23:00:00',1.13222,1.13659,1.11965,1.12222,36151.3699,1.1331,1.13769,1.12025,1.1227,36255.2104,False
'2013-12-12T23:00:00',1.12199,1.12506,1.11919,1.12386,36288.1696,1.1227,1.12624,1.11959,1.1259,35417.4499,True
'2013-12-15T23:00:00',1.12419,1.1258,1.11909,1.12254,28948.71,1.126,1.12633,1.11972,1.12336,28789.3902,False
'2013-12-16T23:00:00',1.12254,1.12515,1.11821,1.11834,37572.3903,1.12367,1.12563,1.11856,1.11891,34005.8898,False
'2013-12-17T23:00:00',1.11832,1.12312,1.10968,1.11731,39644.67,1.11903,1.12463,1.11223,1.11782,37266.2599,False
'2013-12-18T23:00:00',1.11731,1.12259,1.11387,1.1223,41428.35,1.1183,1.12342,1.11482,1.12291,37809.2499,True
'2013-12-19T23:00:00',1.12228,1.13118,1.12026,1.12896,31537.2398,1.12283,1.13199,1.12134,1.12994,31155.8601,True
'2013-12-22T23:00:00',1.13018,1.13369,1.12837,1.13216,19966.4501,1.13204,1.13431,1.12946,1.13291,19959.7802,False
'2013-12-23T23:00:00',1.13094,1.13204,1.12877,1.13105,13063.65,1.1336,1.13412,1.12933,1.13338,13207.16,False
'2013-12-24T23:00:00',1.12919,1.13105,1.12797,1.13001,562.3,1.13153,1.13338,1.13063,1.13277,548.16,False
'2013-12-25T23:00:00',1.12907,1.13036,1.12516,1.12865,7942.03,1.13043,1.13277,1.12592,1.12939,8037.79,False
'2013-12-26T23:00:00',1.12865,1.13076,1.12396,1.12427,22150.5098,1.12977,1.13121,1.12468,1.12623,22174.0,True
'2013-12-29T23:00:00',1.12441,1.13117,1.12125,1.12829,19059.5001,1.12535,1.1317,1.12174,1.1289,19200.76,True
'2013-12-30T23:00:00',1.12829,1.13202,1.12511,1.12645,17923.8799,1.1289,1.13271,1.12651,1.12881,18249.72,False
'2013-12-31T23:00:00',1.12645,1.12645,1.12645,1.12645,0.0,1.12881,1.12881,1.12881,1.12881,0.0,True
'2014-01-01T23:00:00',1.12227,1.13256,1.12137,1.12887,33236.6198,1.12373,1.13339,1.12201,1.12954,35104.9599,True
'2014-01-02T23:00:00',1.12858,1.13943,1.12686,1.13277,34689.0495,1.12967,1.1399,1.12731,1.13418,34699.8796,False
'2014-01-05T23:00:00',1.13449,1.13936,1.13245,1.13664,28546.6499,1.13569,1.13998,1.13377,1.13734,29004.0104,False
'2014-01-06T23:00:00',1.13651,1.1374,1.1309,1.13449,31218.7498,1.13747,1.13819,1.13129,1.13511,31519.17,False
'2014-01-07T23:00:00',1.13425,1.13718,1.13065,1.13345,34123.4299,1.13527,1.13768,1.13187,1.13404,33631.7399,False
'2014-01-08T23:00:00',1.13338,1.13397,1.12724,1.13054,33428.2695,1.13438,1.13442,1.1278,1.13113,35694.6697,True
'2014-01-09T23:00:00',1.1303,1.13797,1.1268,1.13619,37574.8102,1.13124,1.13843,1.12888,1.13788,37114.8998,True
'2014-01-12T23:00:00',1.13682,1.14892,1.1349,1.14478,32224.9695,1.13784,1.1494,1.13571,1.14542,32115.6998,False
'2014-01-13T23:00:00',1.14446,1.14626,1.13578,1.13779,31335.3102,1.1455,1.14698,1.13635,1.13836,32020.73,False
'2014-01-14T23:00:00',1.1376,1.13805,1.13132,1.13462,33063.6496,1.13854,1.13879,1.1318,1.13564,33551.7097,False
'2014-01-15T23:00:00',1.13427,1.13472,1.11771,1.12118,36961.0603,1.13543,1.13564,1.11814,1.12175,37648.9299,False
'2014-01-16T23:00:00',1.12088,1.12238,1.11711,1.1199,31349.0698,1.12191,1.12343,1.1175,1.1214,30732.0198,True
'2014-01-19T23:00:00',1.11791,1.12526,1.11732,1.12421,20730.1698,1.11885,1.12572,1.11773,1.12521,20768.3901,True
'2014-01-20T23:00:00',1.12421,1.127,1.12281,1.12557,31456.9801,1.12536,1.12737,1.12316,1.12615,31268.7501,True
'2014-01-21T23:00:00',1.12531,1.13533,1.12305,1.13173,32581.0803,1.12625,1.13571,1.12398,1.13231,32726.82,False
'2014-01-22T23:00:00',1.13081,1.13315,1.11654,1.12073,41449.0003,1.13258,1.13358,1.11717,1.12149,41584.4402,False
'2014-01-23T23:00:00',1.12053,1.12142,1.10906,1.11006,34313.1999,1.12149,1.12256,1.11024,1.11134,34377.4302,False
'2014-01-26T23:00:00',1.11217,1.11744,1.10909,1.11506,35157.1302,1.11373,1.11786,1.10962,1.11591,35382.4302,True
'2014-01-27T23:00:00',1.11506,1.12284,1.11332,1.11831,33367.8702,1.11619,1.12322,1.1144,1.12056,32985.9598,True
'2014-01-28T23:00:00',1.12192,1.12304,1.11295,1.11565,39358.0899,1.12308,1.12379,1.11354,1.11656,39690.0899,False
'2014-01-29T23:00:00',1.11565,1.12163,1.11194,1.12114,33166.9802,1.1167,1.12239,1.11253,1.12176,33678.23,True
'2014-01-30T23:00:00',1.121,1.12482,1.1117,1.11644,31906.11,1.12209,1.12555,1.11207,1.11864,31433.1702,True
'2014-02-02T23:00:00',1.11807,1.12551,1.11507,1.11627,31866.3495,1.11983,1.126,1.11569,1.11685,31901.11,True
'2014-02-03T23:00:00',1.11601,1.13367,1.11249,1.13203,42148.7602,1.11711,1.1349,1.11298,1.13272,42030.0601,False
'2014-02-04T23:00:00',1.13205,1.1334,1.12671,1.12927,32246.3501,1.13275,1.13382,1.12713,1.13001,32265.7302,True
'2014-02-05T23:00:00',1.12927,1.13871,1.12867,1.13606,29850.7199,1.13043,1.13909,1.13036,1.13675,29628.8703,True
'2014-02-06T23:00:00',1.13599,1.13933,1.13203,1.135,31146.8897,1.13693,1.13981,1.13254,1.13716,30657.2699,False
'2014-02-09T23:00:00',1.13464,1.13747,1.13102,1.13702,22146.9498,1.13591,1.13818,1.13153,1.13787,22042.04,True
'2014-02-10T23:00:00',1.13689,1.14623,1.13503,1.14531,32066.1397,1.13754,1.14685,1.13622,1.1459,31553.13,True
'2014-02-11T23:00:00',1.14496,1.14678,1.14116,1.14248,28988.2101,1.14591,1.14718,1.14163,1.14309,28998.9599,False
'2014-02-12T23:00:00',1.14221,1.14286,1.1313,1.13542,31801.5402,1.14337,1.14412,1.13171,1.13606,31661.7602,False
'2014-02-13T23:00:00',1.13526,1.14096,1.13345,1.13544,31649.5399,1.13626,1.14196,1.13493,1.13815,31424.7101,True
'2014-02-16T23:00:00',1.14001,1.14203,1.13579,1.13701,22427.7799,1.14096,1.14247,1.13633,1.13764,22612.51,True
'2014-02-17T23:00:00',1.13684,1.14386,1.13477,1.13808,36279.5104,1.13795,1.14431,1.13605,1.13876,36230.1904,False
'2014-02-18T23:00:00',1.13808,1.13994,1.13494,1.13671,34911.7399,1.1388,1.14026,1.13534,1.1373,34625.3302,True
'2014-02-19T23:00:00',1.13657,1.14024,1.1305,1.13816,39126.9598,1.13751,1.14078,1.13094,1.1388,39288.1498,False
'2014-02-20T23:00:00',1.13797,1.14005,1.1349,1.13737,36201.0901,1.13892,1.14062,1.13547,1.13883,35421.0402,True
'2014-02-23T23:00:00',1.13566,1.14316,1.13316,1.14077,34223.9402,1.13773,1.14362,1.13364,1.14197,34229.4398,True
'2014-02-24T23:00:00',1.14062,1.14347,1.13797,1.13943,34901.6299,1.14135,1.14402,1.13837,1.14017,34898.3698,False
'2014-02-25T23:00:00',1.13908,1.14086,1.13266,1.13586,36128.6101,1.14021,1.14125,1.13314,1.13648,35593.29,False
'2014-02-26T23:00:00',1.13562,1.13577,1.12748,1.13296,38745.64,1.13646,1.13715,1.12812,1.13366,38710.5699,True
'2014-02-27T23:00:00',1.13293,1.13687,1.12984,1.13142,34563.2894,1.13395,1.13738,1.13063,1.13335,34921.1998,True
'2014-03-02T23:00:00',1.12779,1.1366,1.12753,1.13538,32313.3402,1.1301,1.13819,1.12802,1.13649,32246.5597,True
'2014-03-03T23:00:00',1.13537,1.13898,1.13156,1.1357,33742.2401,1.1365,1.13976,1.13253,1.13686,33760.5699,True
'2014-03-04T23:00:00',1.13574,1.14172,1.13393,1.14074,31383.1399,1.13669,1.14214,1.13551,1.14171,31241.7302,True
'2014-03-05T23:00:00',1.14078,1.15076,1.13855,1.14772,37378.54,1.14175,1.15127,1.13933,1.14873,37237.4001,True
'2014-03-06T23:00:00',1.14766,1.15382,1.14601,1.14936,43222.4699,1.14867,1.15425,1.14659,1.15152,43086.7605,False
'2014-03-09T22:00:00',1.14645,1.14949,1.14316,1.14402,44997.4203,1.14753,1.14999,1.14341,1.14458,45034.3702,False
'2014-03-10T22:00:00',1.14416,1.14549,1.1359,1.13752,48638.3102,1.1447,1.14607,1.13626,1.13811,48575.9101,False
'2014-03-11T22:00:00',1.13733,1.13904,1.13304,1.13807,54764.4294,1.1384,1.13936,1.13333,1.13883,55278.9197,True
'2014-03-12T22:00:00',1.13787,1.15089,1.13769,1.14337,64450.2499,1.13883,1.15118,1.13843,1.14453,63764.65,False
'2014-03-13T22:00:00',1.14338,1.1455,1.14003,1.14148,57224.5203,1.14432,1.1461,1.1403,1.14362,56437.7899,True
'2014-03-16T22:00:00',1.14046,1.15028,1.13967,1.14867,51788.5497,1.14163,1.15046,1.14065,1.14933,52098.7702,True
'2014-03-17T22:00:00',1.14847,1.15451,1.14627,1.15297,61060.7399,1.1495,1.15482,1.1465,1.15393,61753.8295,True
'2014-03-18T22:00:00',1.15294,1.15508,1.14777,1.15098,65386.7697,1.1541,1.15552,1.14832,1.15212,65568.6099,True
'2014-03-19T22:00:00',1.15048,1.15651,1.14674,1.15457,70739.2801,1.15165,1.15696,1.14705,1.15523,69005.97,True
'2014-03-20T22:00:00',1.15467,1.15915,1.1532,1.15657,58019.8496,1.15573,1.1594,1.15389,1.15842,58522.1303,True
'2014-03-23T22:00:00',1.15849,1.16238,1.15263,1.16059,51801.0799,1.16034,1.16283,1.15332,1.16112,51997.4802,True
'2014-03-24T22:00:00',1.16059,1.16321,1.15717,1.16198,55312.6409,1.16132,1.16353,1.1574,1.16262,55742.9601,True
'2014-03-25T22:00:00',1.16148,1.17118,1.16057,1.16918,62473.7798,1.16232,1.17143,1.16122,1.16982,63634.2397,True
'2014-03-26T22:00:00',1.16928,1.17162,1.1667,1.17034,55674.0198,1.16992,1.17187,1.16694,1.17104,56531.42,True
'2014-03-27T22:00:00',1.17017,1.17386,1.16307,1.16348,53571.7002,1.17113,1.17411,1.16352,1.16522,54611.5101,False
'2014-03-30T23:00:00',1.16212,1.16729,1.16165,1.16467,52975.57,1.16452,1.16763,1.16189,1.16543,51738.3005,True
'2014-03-31T23:00:00',1.1645,1.17082,1.16221,1.16407,50194.86,1.16565,1.17125,1.16252,1.16482,50200.19,False
'2014-04-01T23:00:00',1.16407,1.16805,1.16196,1.16729,43783.7199,1.16487,1.16832,1.16231,1.16782,43490.2797,True
'2014-04-02T23:00:00',1.16725,1.16806,1.16225,1.16594,49073.0799,1.16785,1.16913,1.16265,1.1667,49551.3999,True
'2014-04-03T23:00:00',1.16585,1.17259,1.16459,1.16839,48004.0297,1.16689,1.17426,1.16552,1.17076,49088.9602,False
'2014-04-06T23:00:00',1.16817,1.17215,1.1664,1.16687,56883.0798,1.17024,1.17239,1.1667,1.16773,56726.6196,True
'2014-04-07T23:00:00',1.16673,1.17299,1.16593,1.17089,71557.5003,1.16781,1.1733,1.16634,1.17156,74923.9403,False
'2014-04-08T23:00:00',1.17094,1.17283,1.16558,1.17044,70982.8703,1.17161,1.17349,1.16584,1.17092,71503.2698,True
'2014-04-09T23:00:00',1.17044,1.18002,1.16808,1.17645,82050.6599,1.17103,1.18023,1.16849,1.17703,81091.2108,False
'2014-04-10T23:00:00',1.17645,1.17667,1.16907,1.17178,48883.4304,1.17711,1.17792,1.16972,1.17382,49298.7799,True
'2014-04-13T23:00:00',1.17177,1.18141,1.16977,1.18098,36720.0702,1.17343,1.18193,1.17063,1.1816,36820.4701,False
'2014-04-14T23:00:00',1.1808,1.18128,1.17026,1.17218,47392.75,1.1816,1.18187,1.17053,1.17282,48431.7901,False
'2014-04-15T23:00:00',1.17198,1.17409,1.16918,1.17166,47549.9506,1.17299,1.1752,1.16952,1.17234,47582.8498,False
'2014-04-16T23:00:00',1.17163,1.17308,1.16608,1.1686,37970.94,1.17233,1.17342,1.1666,1.16979,36944.0297,False
'2014-04-17T23:00:00',1.16819,1.16967,1.16694,1.16718,14124.98,1.1692,1.17084,1.16792,1.16952,15319.27,True
'2014-04-20T23:00:00',1.16768,1.17058,1.16588,1.16737,20377.48,1.16988,1.17098,1.16692,1.16833,19616.63,True
'2014-04-21T23:00:00',1.16747,1.17797,1.1668,1.17588,43406.6499,1.16843,1.17825,1.16822,1.17652,43682.8099,True
'2014-04-22T23:00:00',1.17582,1.1779,1.16497,1.16647,45402.47,1.17694,1.17867,1.16552,1.16763,45820.8798,False
'2014-04-23T23:00:00',1.1662,1.1682,1.16407,1.16527,41413.2999,1.167,1.16861,1.16452,1.16593,40761.5199,True
'2014-04-24T23:00:00',1.16503,1.16858,1.16347,1.16568,36715.7697,1.16617,1.16892,1.16373,1.16707,36397.0297,True
'2014-04-27T23:00:00',1.16399,1.16908,1.16166,1.16308,41536.09,1.16614,1.16942,1.16212,1.16382,42994.96,False
'2014-04-28T23:00:00',1.16317,1.16507,1.15967,1.16367,42391.67,1.16393,1.16549,1.16012,1.16443,43442.2103,True
'2014-04-29T23:00:00',1.1635,1.16748,1.16168,1.16377,48591.9497,1.16458,1.16773,1.16202,1.16447,47037.2803,False
'2014-04-30T23:00:00',1.16371,1.16638,1.15998,1.16147,30702.4998,1.16447,1.16663,1.16052,1.16229,30795.0603,False
'2014-05-01T23:00:00',1.16131,1.16261,1.15501,1.16188,44662.2799,1.16229,1.16323,1.15612,1.16292,44581.0699,False
'2014-05-04T23:00:00',1.16101,1.16148,1.15698,1.15928,31164.41,1.16271,1.163,1.15732,1.15982,30045.87,True
'2014-05-05T23:00:00',1.15912,1.16818,1.15888,1.16587,43362.1896,1.16008,1.16863,1.15962,1.16673,43759.9699,False
'2014-05-06T23:00:00',1.16601,1.16698,1.16357,1.16475,40701.4097,1.16719,1.16753,1.16432,1.16539,41662.3303,True
'2014-05-07T23:00:00',1.16474,1.17258,1.16418,1.1689,45293.93,1.1654,1.17292,1.16512,1.17003,45832.3798,False
'2014-05-08T23:00:00',1.16848,1.17128,1.16657,1.16786,38286.5904,1.17072,1.17163,1.16712,1.16904,39033.0903,True
'2014-05-11T23:00:00',1.16757,1.17348,1.16718,1.17037,31159.84,1.17018,1.17392,1.16903,1.17133,30802.3401,True
'2014-05-12T23:00:00',1.17035,1.17381,1.16807,1.1716,38127.0104,1.17154,1.17488,1.16833,1.17263,37500.3103,True
'2014-05-13T23:00:00',1.17108,1.17548,1.17038,1.17229,42134.1803,1.17267,1.17576,1.17133,1.17292,42016.2905,False
'2014-05-14T23:00:00',1.17229,1.17508,1.16768,1.17128,44024.3098,1.17314,1.17542,1.16802,1.17212,44726.0697,False
'2014-05-15T23:00:00',1.17107,1.17358,1.16948,1.17074,32836.2398,1.17213,1.17393,1.16982,1.17273,32668.8101,False
'2014-05-18T23:00:00',1.17137,1.17198,1.16524,1.16618,33534.4898,1.17354,1.17359,1.16569,1.16702,33564.64,False
'2014-05-19T23:00:00',1.16617,1.16768,1.15732,1.15747,44882.81,1.16728,1.16817,1.15763,1.15813,44976.1596,False
'2014-05-20T23:00:00',1.15739,1.1579,1.15317,1.15732,45060.3003,1.15823,1.15836,1.15352,1.15782,43902.4402,True
'2014-05-21T23:00:00',1.15707,1.15978,1.15338,1.15408,46086.92,1.1578,1.1606,1.15391,1.15492,46173.39,False
'2014-05-22T23:00:00',1.15405,1.15808,1.1535,1.15587,35681.8002,1.15511,1.15841,1.15423,1.15773,35578.88,True
